Canonicalized SMILES,Standardized SMILES,Canonicalized Taste,Source
COC1OC(COC2CC(O)C(O)C(CO)O2)C(O)C(O)C1O,COC1OC(COC2CC(O)C(O)C(CO)O2)C(O)C(O)C1O,sweet,flavor_db
CC(O)COC(C)COCC1OC(O)C(OCC(C)O)C(O)C1O,CC(O)COC(C)COCC1OC(O)C(OCC(C)O)C(O)C1O,sweet,flavor_db
CCCCOC1OC(CO)C(O)C(O)C1OC1OC(C)C(O)C(O)C1O,CCCCOC1OC(CO)C(O)C(O)C1OC1OC(C)C(O)C(O)C1O,sweet,flavor_db
COC1C(O)C(CO)OC(OC2C(CO)OC(O)C(O)C2OC)C1O,COC1C(O)C(CO)OC(OC2C(CO)OC(O)C(O)C2OC)C1O,sweet,flavor_db
COC1C(O)OC(CO)C(OC2OC(CO)C(O)C(O)C2OC)C1O,COC1C(O)OC(CO)C(OC2OC(CO)C(O)C(O)C2OC)C1O,sweet,flavor_db
COCC1OC(OC2C(COC)OC(O)C(OC)C2O)C(OC)C(O)C1O,COCC1OC(OC2C(COC)OC(O)C(OC)C2O)C(OC)C(O)C1O,sweet,flavor_db
COCC1OC(OC2C(COC)OC(O)C(O)C2O)C(O)C(O)C1O,COCC1OC(OC2C(COC)OC(O)C(O)C2O)C(O)C(O)C1O,sweet,flavor_db
COCC1OC(OC2C(COC)OC(O)C(O)C2OC)C(O)C(OC)C1O,COCC1OC(OC2C(COC)OC(O)C(O)C2OC)C(O)C(OC)C1O,sweet,flavor_db
COC1C(O)OC(CO)C(OC2OC(CO)C(O)C(OC)C2OC)C1OC,COC1C(O)OC(CO)C(OC2OC(CO)C(O)C(OC)C2OC)C1OC,sweet,flavor_db
Nc1ncnc2c1ncn2C1OC(CO[P+]([S-])(S)OP(=O)(O)O)C(O)C1O,Nc1ncnc2c1ncn2C1OC(CO[P+]([S-])(S)OP(=O)(O)O)C(O)C1O,sweet,flavor_db
CCOP(=O)(O)OC1CC(n2cnc3c(N)ncnc32)OC1CO,CCOP(=O)(O)OC1CC(n2cnc3c(N)ncnc32)OC1CO,sweet,flavor_db
Nc1ncnc2c1ncn2C1OC([CH]O)C(O)C1O,Nc1ncnc2c1ncn2C1OC([CH]O)C(O)C1O,sweet,flavor_db
Nc1ncnc2c1ncn2C1OC(CO)C(O)[C]1O,Nc1ncnc2c1ncn2C1OC(CO)C(O)[C]1O,sweet,flavor_db
COc1cc(O)c2c(=O)c3c(O)c(OC4OCC(O)C(O)C4OC4OC(C)C(O)C(O)C4O)ccc3oc2c1,COc1cc(O)c2c(=O)c3c(O)c(OC4OCC(O)C(O)C4OC4OC(C)C(O)C(O)C4O)ccc3oc2c1,sweet,flavor_db
OCC1(OC2(CO)OCC(O)C(O)C2O)OCC(O)C(O)C1O,OCC1(OC2(CO)OCC(O)C(O)C2O)OCC(O)C(O)C1O,sweet,flavor_db
OCC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)COC1OCC(O)C(O)C1O,OCC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)COC1OCC(O)C(O)C1O,sweet,flavor_db
Nc1ncnc2c1ncn2C1OC(CO[P+](O)([S-])O[P+](O)(O)[S-])C(O)C1O,Nc1ncnc2c1ncn2C1OC(CO[P+](O)([S-])O[P+](O)(O)[S-])C(O)C1O,sweet,flavor_db
Nc1ncnc2c1ncn2C1OC(COP(O)(=S)OP(O)(=S)OP(O)(O)=S)C(O)C1O,Nc1ncnc2c1ncn2C1OC(COP(O)(=S)OP(O)(=S)OP(O)(O)=S)C(O)C1O,sweet,flavor_db
Nc1ncnc2c1ncn2C1OC(CO[P+](O)([Se-])OP(=O)(O)O)C(O)C1O,Nc1ncnc2c1ncn2C1OC(CO[P+](O)([Se-])OP(=O)(O)O)C(O)C1O,sweet,flavor_db
COc1ccc(-c2cc(=O)c3c(O)cc(O)c(C4OC(CO)C(OC5OCC(O)C(O)C5O)C(O)C4O)c3o2)cc1O,COc1ccc(-c2cc(=O)c3c(O)cc(O)c(C4OC(CO)C(OC5OCC(O)C(O)C5O)C(O)C4O)c3o2)cc1O,sweet,flavor_db
Nc1ncnc2c1ncn2C1OC(CO[P+](O)([Se-])OP(=O)(O)OOP(=O)(O)O)C(O)C1O,Nc1ncnc2c1ncn2C1OC(CO[P+](O)([Se-])OP(=O)(O)OOP(=O)(O)O)C(O)C1O,sweet,flavor_db
Nc1ncnc2c1nc(Br)n2C1CC(OP(=O)(O)O)C(CO)O1,Nc1ncnc2c1nc(Br)n2C1CC(OP(=O)(O)O)C(CO)O1,sweet,flavor_db
OCC1OC(OC2COC(O)C(O)C2O)CC(O)C1O,OCC1OC(OC2COC(O)C(O)C2O)CC(O)C1O,sweet,flavor_db
Nc1ncnc2c1ncn2C1OC(CO[P+]([O-])(O)N[P+]([O-])(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O,Nc1ncnc2c1ncn2C1OC(CO[P+]([O-])(O)N[P+]([O-])(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O,sweet,flavor_db
COc1ccc(C2CC(=O)c3c(O)cc(O)cc3O2)cc1OC1OC(CO)C(O)C(O)C1O,COc1ccc(C2CC(=O)c3c(O)cc(O)cc3O2)cc1OC1OC(CO)C(O)C(O)C1O,sweet,flavor_db
OCC1(O)OCC(OC2OCC(O)C(O)C2O)C(O)C1O,OCC1(O)OCC(OC2OCC(O)C(O)C2O)C(O)C1O,sweet,flavor_db
OCC1(O)OCC(O)C(OC2OCC(O)C(O)C2O)C1O,OCC1(O)OCC(O)C(OC2OCC(O)C(O)C2O)C1O,sweet,flavor_db
OCC1(O)OC(COC2OCC(O)C(O)C2O)C(O)C1O,OCC1(O)OC(COC2OCC(O)C(O)C2O)C(O)C1O,sweet,flavor_db
CC1OC(OC2C(CO)OC(Oc3ccc4c(=O)cc(-c5ccc(O)c(O)c5)oc4c3)C(O)C2O)C(O)C(O)C1O,CC1OC(OC2C(CO)OC(Oc3ccc4c(=O)cc(-c5ccc(O)c(O)c5)oc4c3)C(O)C2O)C(O)C(O)C1O,sweet,flavor_db
CC1OC(OC2C(C)OC(c3cc(O)c4c(=O)cc(-c5ccc(O)c(O)c5)oc4c3)C(O)C2O)C(O)C(O)C1O,CC1OC(OC2C(C)OC(c3cc(O)c4c(=O)cc(-c5ccc(O)c(O)c5)oc4c3)C(O)C2O)C(O)C(O)C1O,sweet,flavor_db
COc1cc(O)cc2oc(-c3ccc(O)c(O)c3)c(OC3OCC(O)C(O)C3OC3OCC(O)C(O)C3O)c(=O)c12,COc1cc(O)cc2oc(-c3ccc(O)c(O)c3)c(OC3OCC(O)C(O)C3OC3OCC(O)C(O)C3O)c(=O)c12,sweet,flavor_db
O=c1cc(-c2ccc(O)c(O)c2)oc2cc(OC3OC(CO)C(OC4OCC(O)C(O)C4O)C(O)C3O)cc(O)c12,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(OC3OC(CO)C(OC4OCC(O)C(O)C4O)C(O)C3O)cc(O)c12,sweet,flavor_db
O=c1cc(-c2ccc(O)c(O)c2)oc2cc(OC3OC(CO)C(O)C(O)C3O)cc(OC3OCC(O)C(O)C3O)c12,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(OC3OC(CO)C(O)C(O)C3O)cc(OC3OCC(O)C(O)C3O)c12,sweet,flavor_db
O=c1cc(-c2ccc(O)c(O)c2)oc2c(C3OC(COC4OCC(O)C(O)C4O)C(O)C(O)C3O)c(O)cc(O)c12,O=c1cc(-c2ccc(O)c(O)c2)oc2c(C3OC(COC4OCC(O)C(O)C4O)C(O)C(O)C3O)c(O)cc(O)c12,sweet,flavor_db
CC1OC(Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(O)C(OC2OCC(O)C(O)C2O)C1O,CC1OC(Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(O)C(OC2OCC(O)C(O)C2O)C1O,sweet,flavor_db
O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)c(C3OC(COC4OCC(O)C(O)C4O)C(O)C(O)C3O)c(O)c12,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)c(C3OC(COC4OCC(O)C(O)C4O)C(O)C(O)C3O)c(O)c12,sweet,flavor_db
O=C1CC(c2ccc(O)c(O)c2)Oc2cc(OC3OC(COC4OCC(O)(CO)C4O)C(O)C(O)C3O)cc(O)c21,O=C1CC(c2ccc(O)c(O)c2)Oc2cc(OC3OC(COC4OCC(O)(CO)C4O)C(O)C(O)C3O)cc(O)c21,sweet,flavor_db
COc1ccc(-c2coc3cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)ccc3c2=O)cc1O,COc1ccc(-c2coc3cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)ccc3c2=O)cc1O,sweet,flavor_db
CC1OC(OCC2OC(Oc3cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc4c3O)C(O)C(O)C2O)C(O)C(O)C1O,CC1OC(OCC2OC(Oc3cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc4c3O)C(O)C(O)C2O)C(O)C(O)C1O,sweet,flavor_db
COc1cc(-c2cc(=O)c3c(O)cc(OC4OC(COC5OCC(O)C(O)C5O)C(O)C(O)C4O)cc3o2)ccc1O,COc1cc(-c2cc(=O)c3c(O)cc(OC4OC(COC5OCC(O)C(O)C5O)C(O)C(O)C4O)cc3o2)ccc1O,sweet,flavor_db
COc1cc(O)cc2oc(-c3ccc(O)c(O)c3)c(OC3OCC(OC4OC(C)C(O)C(O)C4O)C(O)C3O)c(=O)c12,COc1cc(O)cc2oc(-c3ccc(O)c(O)c3)c(OC3OCC(OC4OC(C)C(O)C(O)C4O)C(O)C3O)c(=O)c12,sweet,flavor_db
CCCC(=O)OCC1OC(Oc2cc(O)c3c(=O)cc(-c4ccc(O)c(OC)c4)oc3c2)C(O)C(O)C1O,CCCC(=O)OCC1OC(Oc2cc(O)c3c(=O)cc(-c4ccc(O)c(OC)c4)oc3c2)C(O)C(O)C1O,sweet,flavor_db
COc1cc(-c2cc(=O)c3c(O)cc(OC4OCC(O)C(O)C4O)c(O)c3o2)cc(O)c1O,COc1cc(-c2cc(=O)c3c(O)cc(OC4OCC(O)C(O)C4O)c(O)c3o2)cc(O)c1O,sweet,flavor_db
CC(=O)OCC1OC(Oc2cc(C3Oc4cc(O)cc(O)c4C(=O)C3O)ccc2O)C(O)C(O)C1O,CC(=O)OCC1OC(Oc2cc(C3Oc4cc(O)cc(O)c4C(=O)C3O)ccc2O)C(O)C(O)C1O,sweet,flavor_db
CC(=O)OCC1OC(Oc2cc(O)cc3oc(-c4ccc(O)c(O)c4)cc(=O)c23)C(O)C(O)C1O,CC(=O)OCC1OC(Oc2cc(O)cc3oc(-c4ccc(O)c(O)c4)cc(=O)c23)C(O)C(O)C1O,sweet,flavor_db
N=C=NC1OC(COP(=O)(O)OP(=O)(O)OCC2OC(n3cnc4c(N)ncnc43)C(O)C2O)C(O)C1O,N=C=NC1OC(COP(=O)(O)OP(=O)(O)OCC2OC(n3cnc4c(N)ncnc43)C(O)C2O)C(O)C1O,sweet,flavor_db
CCOC1CC(OC)C(OC2OC(C)C(O)C(OC)C2O)C(C)O1,CCOC1CC(OC)C(OC2OC(C)C(O)C(OC)C2O)C(C)O1,sweet,flavor_db
COc1c(O)cc2oc(-c3ccccc3OC3OC(CO)C(O)C(O)C3O)cc(=O)c2c1O,COc1c(O)cc2oc(-c3ccccc3OC3OC(CO)C(O)C(O)C3O)cc(=O)c2c1O,sweet,flavor_db
OCC1OC(O)(COC2(CO)OCC(O)C(O)C2O)C(O)C1O,OCC1OC(O)(COC2(CO)OCC(O)C(O)C2O)C(O)C1O,sweet,flavor_db
OCC1OC(O)C(O)C(OC2C(O)C(O)OC(CO)C2O)C1O,OCC1OC(O)C(O)C(OC2C(O)C(O)OC(CO)C2O)C1O,sweet,flavor_db
COC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)N=[N+]=[N-],COC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)N=[N+]=[N-],sweet,flavor_db
CC1OC(Oc2cc(C3Oc4cc(O)cc(O)c4C(=O)C3O)ccc2O)C(O)C(O)C1O,CC1OC(Oc2cc(C3Oc4cc(O)cc(O)c4C(=O)C3O)ccc2O)C(O)C(O)C1O,sweet,flavor_db
CC1OC(O)C(OCC2OC(O)C(O)C(O)C2O)C(O)C1O,CC1OC(O)C(OCC2OC(O)C(O)C(O)C2O)C(O)C1O,sweet,flavor_db
CC(O)C1OC(O)C(OCC2OC(O)C(O)C(O)C2O)C1O,CC(O)C1OC(O)C(OCC2OC(O)C(O)C(O)C2O)C1O,sweet,flavor_db
COc1ccc(OC)c2c(=O)c3c(OC4OC(CO)C(O)C(O)C4O)cc(O)cc3oc12,COc1ccc(OC)c2c(=O)c3c(OC4OC(CO)C(O)C(O)C4O)cc(O)cc3oc12,sweet,flavor_db
COc1c(OC2OC(CO)C(OC3OCC(O)C(O)C3O)C(O)C2O)cc2occ(-c3ccc(O)cc3)c(=O)c2c1O,COc1c(OC2OC(CO)C(OC3OCC(O)C(O)C3O)C(O)C2O)cc2occ(-c3ccc(O)cc3)c(=O)c2c1O,sweet,flavor_db
OCC(O)C1OC(OCC(O)C(O)C2OC(O)C(O)C2O)C(O)C(O)C1O,OCC(O)C1OC(OCC(O)C(O)C2OC(O)C(O)C2O)C(O)C(O)C1O,sweet,flavor_db
OCCCCCCOC1OCC(O)C(O)C1O,OCCCCCCOC1OCC(O)C(O)C1O,sweet,flavor_db
CC(O)C1OC(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,CC(O)C1OC(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,sweet,flavor_db
OCC1OC(OCCOCOCC2OC(O)C(O)C(O)C2O)C(O)C(O)C1O,OCC1OC(OCCOCOCC2OC(O)C(O)C(O)C2O)C(O)C(O)C1O,sweet,flavor_db
COc1ccc2c(=O)cc(-c3c(O)cccc3OC3OC(CO)C(O)C(O)C3O)oc2c1OC,COc1ccc2c(=O)cc(-c3c(O)cccc3OC3OC(CO)C(O)C(O)C3O)oc2c1OC,sweet,flavor_db
Nc1ncnc2c1ncn2C1OC(COS(=O)(=O)O)C(OP(=O)(O)O)C1O,Nc1ncnc2c1ncn2C1OC(COS(=O)(=O)O)C(OP(=O)(O)O)C1O,sweet,flavor_db
CN(C)c1nc2c(N)ncnc2n1C1OC2COP(=O)(O)OC2C1O,CN(C)c1nc2c(N)ncnc2n1C1OC2COP(=O)(O)OC2C1O,sweet,flavor_db
COc1ccc(C=CC(=O)c2ccc(OC3OC(COC4OC(C)C(O)C(O)C4O)C(O)C(O)C3O)cc2O)cc1O,COc1ccc(C=CC(=O)c2ccc(OC3OC(COC4OC(C)C(O)C(O)C4O)C(O)C(O)C3O)cc2O)cc1O,sweet,flavor_db
CCCCC(O)COC1OC(CO)C(O)C(O)C1O,CCCCC(O)COC1OC(CO)C(O)C(O)C1O,sweet,flavor_db
CCCCC(CO)OC1OC(CO)C(O)C(O)C1O,CCCCC(CO)OC1OC(CO)C(O)C(O)C1O,sweet,flavor_db
CC1OC(OC(CO)C2OC(O)C(O)C2O)C(O)C(O)C1O,CC1OC(OC(CO)C2OC(O)C(O)C2O)C(O)C(O)C1O,sweet,flavor_db
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OCP(=O)(O)OP(=O)(O)O)C(O)C1O,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OCP(=O)(O)OP(=O)(O)O)C(O)C1O,sweet,flavor_db
COc1ccc(-c2coc3c(OC4OC(CO)C(O)C(O)C4O)c(O)ccc3c2=O)cc1O,COc1ccc(-c2coc3c(OC4OC(CO)C(O)C(O)C4O)c(O)ccc3c2=O)cc1O,sweet,flavor_db
CCCO[P+]([O-])(OCCC)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,CCCO[P+]([O-])(OCCC)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,sweet,flavor_db
CCCCO[P+]([O-])(OCCCC)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,CCCCO[P+]([O-])(OCCCC)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,sweet,flavor_db
CCCCCO[P+]([O-])(OCCCCC)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,CCCCCO[P+]([O-])(OCCCCC)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,sweet,flavor_db
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)C(O)[P+]([O-])(O)O)C(O)C1O,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)C(O)[P+]([O-])(O)O)C(O)C1O,sweet,flavor_db
COC1OC(C(CO)OC2OC(CO)C(O)C(O)C2O)C(O)C1O,COC1OC(C(CO)OC2OC(CO)C(O)C(O)C2O)C(O)C1O,sweet,flavor_db
COC1OC(COC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,COC1OC(COC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,sweet,flavor_db
Nc1ncnc2c1ncn2C1OC2CO[P+]([O-])(OP(=O)(O)C[P+]([O-])(O)O)OC2C1O,Nc1ncnc2c1ncn2C1OC2CO[P+]([O-])(OP(=O)(O)C[P+]([O-])(O)O)OC2C1O,sweet,flavor_db
COc1ccc(C2CC(=O)c3c(O)cc(OC4OC(C)C(O)C(O)C4OC4OC(C)C(O)C(O)C4O)cc3O2)cc1O,COc1ccc(C2CC(=O)c3c(O)cc(OC4OC(C)C(O)C(O)C4OC4OC(C)C(O)C(O)C4O)cc3O2)cc1O,sweet,flavor_db
COc1ccc(C2CC(=O)c3c(O)cc(O)cc3O2)cc1OC1OC(C)C(O)C(O)C1OC1OC(C)C(O)C(O)C1O,COc1ccc(C2CC(=O)c3c(O)cc(O)cc3O2)cc1OC1OC(C)C(O)C(O)C1OC1OC(C)C(O)C(O)C1O,sweet,flavor_db
COc1ccc(CCC(=O)c2ccc(OC3OC(C)C(O)C(O)C3OC3OC(C)C(O)C(O)C3O)cc2O)cc1O,COc1ccc(CCC(=O)c2ccc(OC3OC(C)C(O)C(O)C3OC3OC(C)C(O)C(O)C3O)cc2O)cc1O,sweet,flavor_db
COc1cc(O)c2c(=O)cc(-c3ccc(O)c(O)c3)oc2c1C1OC(CO)C(O)C(O)C1OC1OCC(O)C(O)C1O,COc1cc(O)c2c(=O)cc(-c3ccc(O)c(O)c3)oc2c1C1OC(CO)C(O)C(O)C1OC1OCC(O)C(O)C1O,sweet,flavor_db
COc1ccc(-c2cc(=O)c3ccc(OC4OC(CO)C(O)C(O)C4O)cc3o2)cc1O,COc1ccc(-c2cc(=O)c3ccc(OC4OC(CO)C(O)C(O)C4O)cc3o2)cc1O,sweet,flavor_db
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)N2CCCCC2)C(O)C1O,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)N2CCCCC2)C(O)C1O,sweet,flavor_db
COP(=O)(O)COC1C(O)C(CO)OC1n1cnc2c(N)ncnc21,COP(=O)(O)COC1C(O)C(CO)OC1n1cnc2c(N)ncnc21,sweet,flavor_db
OCC1CC(O)C(O)C(O)(CO)O1,OCC1CC(O)C(O)C(O)(CO)O1,sweet,flavor_db
CONc1ncnc2c1ncn2C1OC2COP(=O)(O)OC2C1O,CONc1ncnc2c1ncn2C1OC2COP(=O)(O)OC2C1O,sweet,flavor_db
CCN(CC)c1nc2c(N)ncnc2n1C1OC2COP(=O)(O)OC2C1O,CCN(CC)c1nc2c(N)ncnc2n1C1OC2COP(=O)(O)OC2C1O,sweet,flavor_db
COc1cc(-c2cc(=O)c3c(OC)cc(O)cc3o2)ccc1OC1OC(CO)C(O)C(O)C1O,COc1cc(-c2cc(=O)c3c(OC)cc(O)cc3o2)ccc1OC1OC(CO)C(O)C(O)C1O,sweet,flavor_db
COCC(C)OC1OC(CO)C(O)C(O)C1O,COCC(C)OC1OC(CO)C(O)C(O)C1O,sweet,flavor_db
CCCCC(C)OC1OC(CO)C(O)C(O)C1O,CCCCC(C)OC1OC(CO)C(O)C(O)C1O,sweet,flavor_db
COC1CC(CO)OC(OC)C1OC,COC1CC(CO)OC(OC)C1OC,sweet,flavor_db
COc1ccc(C2Cc3cccc(O)c3C(=O)O2)cc1OC(C)C,COc1ccc(C2Cc3cccc(O)c3C(=O)O2)cc1OC(C)C,sweet,flavor_db
C=Cc1nc2c(N)ncnc2n1C1OC(COP(=O)(O)O)C(O)C1O,C=Cc1nc2c(N)ncnc2n1C1OC(COP(=O)(O)O)C(O)C1O,sweet,flavor_db
C=Cc1nc2c(N)ncnc2n1C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O,C=Cc1nc2c(N)ncnc2n1C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O,sweet,flavor_db
O=C(CCc1ccc(O)c(O)c1)c1c(O)cc(O)cc1OC1OC(CO)C(O)C(O)C1OC1OCC(O)C(O)C1O,O=C(CCc1ccc(O)c(O)c1)c1c(O)cc(O)cc1OC1OC(CO)C(O)C(O)C1OC1OCC(O)C(O)C1O,sweet,flavor_db
COC1OC(COC2OC(CO)C(O)C(O)C2OC)C(O)C(O)C1O,COC1OC(COC2OC(CO)C(O)C(O)C2OC)C(O)C(O)C1O,sweet,flavor_db
COC1C(Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)OC(C)C(O)C1OC,COC1C(Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)OC(C)C(O)C1OC,sweet,flavor_db
OCC1CC(O)C(O)C(OC2OC(CO)C(O)C(O)C2O)O1,OCC1CC(O)C(O)C(OC2OC(CO)C(O)C(O)C2O)O1,sweet,flavor_db
OCC1CCC(O)C(OC2OC(CO)C(O)C(O)C2O)O1,OCC1CCC(O)C(OC2OC(CO)C(O)C(O)C2O)O1,sweet,flavor_db
OCC(OC1OC(CO)C(O)C(O)C1O)C(O)C(CO)OC1OC(CO)C(O)C(O)C1O,OCC(OC1OC(CO)C(O)C(O)C1O)C(O)C(CO)OC1OC(CO)C(O)C(O)C1O,sweet,flavor_db
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)CP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)CP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O,sweet,flavor_db
COC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)CC1O,COC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)CC1O,sweet,flavor_db
COC1OC(CO)C(O)C(O)C1OC1OC(CO)CC(O)C1O,COC1OC(CO)C(O)C(O)C1OC1OC(CO)CC(O)C1O,sweet,flavor_db
CCCOC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1O,CCCOC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1O,sweet,flavor_db
COc1cc(-c2cc(=O)c3c(O)cc(C4OC(CO)C(O)C(O)C4OC4OC(C)C(O)C(O)C4O)cc3o2)ccc1O,COc1cc(-c2cc(=O)c3c(O)cc(C4OC(CO)C(O)C(O)C4OC4OC(C)C(O)C(O)C4O)cc3o2)ccc1O,sweet,flavor_db
COc1c(O)c(OC)c2oc(-c3cc(O)ccc3OC3OC(CO)C(O)C(O)C3O)cc(=O)c2c1O,COc1c(O)c(OC)c2oc(-c3cc(O)ccc3OC3OC(CO)C(O)C(O)C3O)cc(=O)c2c1O,sweet,flavor_db
O=C(c1ccc(O)c(O)c1)c1c(O)cc(O)c(OC2OC(CO)C(O)C(O)C2O)c1O,O=C(c1ccc(O)c(O)c1)c1c(O)cc(O)c(OC2OC(CO)C(O)C(O)C2O)c1O,sweet,flavor_db
CCCOC1OC(C(O)CO)C(OC2OC(CO)C(O)C(O)C2O)C1O,CCCOC1OC(C(O)CO)C(OC2OC(CO)C(O)C(O)C2O)C1O,sweet,flavor_db
CCCC(C)OC1OC(C)C(O)C(O)C1O,CCCC(C)OC1OC(C)C(O)C(O)C1O,sweet,flavor_db
CCCCC(C)OC1OC(C)C(O)C(O)C1O,CCCCC(C)OC1OC(C)C(O)C(O)C1O,sweet,flavor_db
COc1c(O)cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OCC(O)C(O)C2O)cc1O,COc1c(O)cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OCC(O)C(O)C2O)cc1O,sweet,flavor_db
O=c1c(C2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,O=c1c(C2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,sweet,flavor_db
CC1OC(OCC2OC(c3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,CC1OC(OCC2OC(c3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,sweet,flavor_db
COc1cc(-c2coc3c(OC4OC(COC5OCC(O)(CO)C5O)C(O)C(O)C4O)c(O)ccc3c2=O)ccc1O,COc1cc(-c2coc3c(OC4OC(COC5OCC(O)(CO)C5O)C(O)C(O)C4O)c(O)ccc3c2=O)ccc1O,sweet,flavor_db
COc1cc(OC2OC(CO)C(O)C(O)C2O)cc2oc(-c3cc(O)c(O)c(O)c3)cc(=O)c12,COc1cc(OC2OC(CO)C(O)C(O)C2O)cc2oc(-c3cc(O)c(O)c(O)c3)cc(=O)c12,sweet,flavor_db
COC1OCC(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,COC1OCC(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,sweet,flavor_db
OCC(O)COC1OCC(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,OCC(O)COC1OCC(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,sweet,flavor_db
OCC(CO)OC1OCC(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,OCC(CO)OC1OCC(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,sweet,flavor_db
COC1COC(OC)C(OC)C1OC1OC(C)C(O)C(OC)C1OC,COC1COC(OC)C(OC)C1OC1OC(C)C(O)C(OC)C1OC,sweet,flavor_db
OCC1OC2OCCOCCOCCOCCOC1C(O)C2O,OCC1OC2OCCOCCOCCOCCOC1C(O)C2O,sweet,flavor_db
OCC1OC2OCCOCCOCCOCCOCCOCCOCCOC1C(O)C2O,OCC1OC2OCCOCCOCCOCCOCCOCCOCCOC1C(O)C2O,sweet,flavor_db
COc1cc(O)c2c(=O)cc(-c3c(O)cccc3OC3OC(CO)C(O)C(O)C3O)oc2c1OC,COc1cc(O)c2c(=O)cc(-c3c(O)cccc3OC3OC(CO)C(O)C(O)C3O)oc2c1OC,sweet,flavor_db
COc1c(OC2OC(CO)C(O)C(O)C2O)cc2c(c1O)C(=O)CC(c1ccccc1)O2,COc1c(OC2OC(CO)C(O)C(O)C2O)cc2c(c1O)C(=O)CC(c1ccccc1)O2,sweet,flavor_db
COc1cc(O)c2c(=O)cc(-c3cc(OC)c(OC)c(OC4OC(CO)C(O)C(O)C4O)c3OC)oc2c1,COc1cc(O)c2c(=O)cc(-c3cc(OC)c(OC)c(OC4OC(CO)C(O)C(O)C4O)c3OC)oc2c1,sweet,flavor_db
CC(O)CC(C)OC1OC(CO)C(O)C(O)C1O,CC(O)CC(C)OC1OC(CO)C(O)C(O)C1O,sweet,flavor_db
